,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Country
1537,Szanto Tibor,Porcelana,1263,2014,0.7,Hungary,3.5,Venezuela,22,extra rare,Average Amount,Hungary
1538,Szanto Tibor,Baracoa,1263,2014,0.7,Hungary,3.75,Cuba,22,extra rare,Average Amount,Hungary
1539,Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,0.7,Hungary,3.5,Madagascar,22,extra rare,Average Amount,Hungary
1540,Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,0.7,Hungary,3.5,Madagascar,22,extra rare,Average Amount,Hungary
1541,Szanto Tibor,Cacao Blanco,1193,2013,0.7,Hungary,3.25,Nicaragua,22,extra rare,Average Amount,Hungary
1542,Szanto Tibor,Santo Domingo,939,2012,0.7,Hungary,3.25,Dominican Republic,22,extra rare,Average Amount,Hungary
1543,Szanto Tibor,Millot Plantation,939,2012,0.7,Hungary,3.25,Madagascar,22,extra rare,Average Amount,Hungary
1544,Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,0.7,Hungary,3.75,Peru,22,extra rare,Average Amount,Hungary
1545,Szanto Tibor,Crudo,761,2011,0.7,Hungary,3.0,Venezuela,22,extra rare,Average Amount,Hungary
1546,Tabal,Costa Rica,1101,2013,0.7,U.S.A.,2.75,Costa Rica,738,most common,Average Amount,United States of America
1547,Tabal,Dominican Republic,1101,2013,0.7,U.S.A.,2.75,Dominican Republic,738,most common,Average Amount,United States of America
1548,Tabal,"Chiapas, Lacandon Jungle",1105,2013,0.7,U.S.A.,2.5,Mexico,738,most common,Average Amount,United States of America
1549,Tabal,Peru,1105,2013,0.7,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
1550,Tablette (aka Vanillabeans),Colombia,1450,2015,0.7,Japan,3.0,Colombia,17,extra rare,Average Amount,Japan
1551,Tablette (aka Vanillabeans),Papua,1450,2015,0.62,Japan,3.25,Papua New Guinea,17,extra rare,Light Amount,Japan
1552,Tablette (aka Vanillabeans),Vietnam,1450,2015,0.6,Japan,3.25,Vietnam,17,extra rare,Light Amount,Japan
1553,Tablette (aka Vanillabeans),Trinidad,1680,2015,0.77,Japan,2.75,Trinidad,17,extra rare,Average Amount,Japan
1554,Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,0.7,Suriname,3.25,Suriname,1,extra rare,Average Amount,Suriname
1555,Taza,Belize,1271,2014,0.68,U.S.A.,3.0,Belize,738,most common,Average Amount,United States of America
1556,Taza,Alto Beni,785,2011,0.87,U.S.A.,3.25,Bolivia,738,most common,High Amount,United States of America
1557,Taza,Chiapan,451,2009,0.75,U.S.A.,2.75,Mexico,738,most common,Average Amount,United States of America
1558,Taza,"Dark, Stone Ground",180,2007,0.7,U.S.A.,3.0,Dominican Republic,738,most common,Average Amount,United States of America
1559,TCHO,West Africa,1716,2016,0.62,U.S.A.,2.0,West Africa,738,most common,Light Amount,United States of America
1560,TCHO,Peru- Ecuador,915,2012,0.99,U.S.A.,3.25,"Peru, Ecuador",738,most common,High Amount,United States of America
1561,TCHO,Chocolatey-beta,199,2008,0.7,U.S.A.,2.5,Ghana,738,most common,Average Amount,United States of America
1562,TCHO,Fruity-beta,280,2008,0.7,U.S.A.,2.5,Peru,738,most common,Average Amount,United States of America
1563,TCHO,Citrus-beta,280,2008,0.7,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
1564,TCHO,Nutty-beta,284,2008,0.7,U.S.A.,2.5,Peru,738,most common,Average Amount,United States of America
1565,Tejas,Concepcion,801,2012,0.7,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
1566,Tejas,Bayou Blend,801,2012,0.7,U.S.A.,3.0,"Ecuador, Mad., PNG",738,most common,Average Amount,United States of America
1567,Tejas,Aranama,805,2012,0.7,U.S.A.,3.0,Papua New Guinea,738,most common,Average Amount,United States of America
1568,Tejas,Presidio,805,2012,0.7,U.S.A.,3.5,Dominican Republic,738,most common,Average Amount,United States of America
1569,Tejas,"La Bahia, w/ cane juice",817,2012,0.7,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1570,Tejas,Capistrano,821,2012,0.7,U.S.A.,2.0,Peru,738,most common,Average Amount,United States of America
1571,Tejas,"La Bahia, w/ cane sugar",825,2012,0.7,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1572,Tejas,San Jose,829,2012,0.7,U.S.A.,2.75,Bolivia,738,most common,Average Amount,United States of America
1573,Tejas,Capistrano*,829,2012,0.7,U.S.A.,3.0,Madagascar,738,most common,Average Amount,United States of America
1574,Tejas,Espada,833,2012,0.7,U.S.A.,3.25,Mexico,738,most common,Average Amount,United States of America
1575,Tejas,Espada,967,2012,0.7,U.S.A.,2.75,Brazil,738,most common,Average Amount,United States of America
1576,Tejas,Concepcion*,971,2012,0.8,U.S.A.,3.0,Venezuela,738,most common,High Amount,United States of America
1577,Tejas,San Jose,971,2012,0.67,U.S.A.,3.25,Bolivia,738,most common,Average Amount,United States of America
1578,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,0.7,U.S.A.,3.5,Brazil,738,most common,Average Amount,United States of America
1579,Terroir,Peru,1478,2015,0.7,U.S.A.,2.75,Peru,738,most common,Average Amount,United States of America
1580,Terroir,Belize,1478,2015,0.7,U.S.A.,3.75,Belize,738,most common,Average Amount,United States of America
1581,Terroir,Madagascar,1478,2015,0.7,U.S.A.,3.75,Madagascar,738,most common,Average Amount,United States of America
1582,Terroir,Ecuador,1482,2015,0.7,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1583,Terroir,Oko Caribe,1554,2015,0.7,U.S.A.,3.5,Domincan Republic,738,most common,Average Amount,United States of America
1584,Terroir,Guatemala,1558,2015,0.7,U.S.A.,3.75,Guatemala,738,most common,Average Amount,United States of America
1585,Terroir,Ecuador,1323,2014,0.77,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1586,Terroir,Madagascar,1323,2014,0.67,U.S.A.,3.75,Madagascar,738,most common,Average Amount,United States of America
1587,Terroir,Uganda,1323,2014,0.73,U.S.A.,3.75,Uganda,738,most common,Average Amount,United States of America
1588,The Barn,Peru,1614,2015,0.7,Sweden,3.0,Peru,5,extra rare,Average Amount,Sweden
1589,Theo,Congo w/ nibs,903,2012,0.65,U.S.A.,3.25,Congo,738,most common,Average Amount,United States of America
1590,Theo,Madagascar,162,2007,0.65,U.S.A.,3.5,Madagascar,738,most common,Average Amount,United States of America
1591,Theo,Ivory Coast,184,2007,0.75,U.S.A.,2.5,Ivory Coast,738,most common,Average Amount,United States of America
1592,Theo,"Ghana, Kumasi",184,2007,0.84,U.S.A.,3.0,Ghana,738,most common,High Amount,United States of America
1593,Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,0.91,U.S.A.,2.0,Venezuela,738,most common,High Amount,United States of America
1594,Theo,"Ghana, Panama, Ecuador",188,2007,0.75,U.S.A.,3.0,"Ghana, Panama, Ecuador",738,most common,Average Amount,United States of America
1595,Theobroma,"Piura Select, Cacao Blanc",1684,2015,0.7,Japan,3.25,Peru,17,extra rare,Average Amount,Japan
1596,Timo A. Meyer,"Belize, med roast",1836,2016,0.72,Germany,3.75,Belize,35,rare,Average Amount,Germany
1597,To'ak (Ecuatoriana),Manabi,1418,2014,0.81,Ecuador,3.25,Ecuador,54,rare,High Amount,Ecuador
1598,Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,0.7,France,4.0,Tobago,144,somewhat common,Average Amount,France
1599,Tocoti,"Wild Bolivian, Jungle Love",927,2012,0.77,U.S.A.,3.0,Bolivia,738,most common,Average Amount,United States of America
1600,Tocoti,Venezuela,789,2011,0.72,U.S.A.,2.75,Venezuela,738,most common,Average Amount,United States of America
1601,Tocoti,Dominican Republic,789,2011,0.74,U.S.A.,3.0,Dominican Republic,738,most common,Average Amount,United States of America
1602,Treehouse,Conacado,1239,2014,0.72,U.S.A.,3.0,Dominican Republic,738,most common,Average Amount,United States of America
1603,Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,0.72,Madagascar,3.5,Madagascar,17,extra rare,Average Amount,Madagascar
1604,twenty-four blackbirds,Oko Caribe,1700,2015,0.75,U.S.A.,2.75,Domincan Republic,738,most common,Average Amount,United States of America
1605,twenty-four blackbirds,"Cedeno, lot 271",1700,2015,0.75,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
1606,twenty-four blackbirds,Madagascar,1235,2014,0.75,U.S.A.,3.5,Madagascar,738,most common,Average Amount,United States of America
1607,twenty-four blackbirds,Dominican Republic,1022,2013,0.68,U.S.A.,3.25,Dominican Republic,738,most common,Average Amount,United States of America
1608,twenty-four blackbirds,Palos Blancos,1026,2013,0.75,U.S.A.,2.5,Bolivia,738,most common,Average Amount,United States of America
1609,twenty-four blackbirds,Dominican Republic,753,2011,0.73,U.S.A.,2.75,Dominican Republic,738,most common,Average Amount,United States of America
1610,Two Ravens,Peru,1740,2016,0.6,U.S.A.,3.0,Peru,738,most common,Light Amount,United States of America
1611,Un Dimanche A Paris,Dominican Republic,709,2011,0.63,France,3.75,Dominican Republic,144,somewhat common,Light Amount,France
1612,Undone,Matagalpa,1438,2014,0.74,U.S.A.,2.75,Nicaragua,738,most common,Average Amount,United States of America
1613,Undone,Nourish,1438,2014,0.7,U.S.A.,3.0,Dominican Republic,738,most common,Average Amount,United States of America
1614,Upchurch,"Madagascar, Sassy Bar",1752,2016,0.72,U.S.A.,3.0,Madagascar,738,most common,Average Amount,United States of America
1615,Upchurch,"Tanzania, Party Bar",1752,2016,0.72,U.S.A.,3.25,Tanzania,738,most common,Average Amount,United States of America
1616,Urzi,"Sur del Lago, Merida",1327,2014,0.65,Italy,3.25,Venezuela,54,rare,Average Amount,Italy
1617,Valrhona,"Piura, Illanka, Quemazon",1510,2015,0.63,France,4.0,Peru,144,somewhat common,Light Amount,France
1618,Valrhona,"Loma Sotavento, 2013",1153,2013,0.64,France,3.5,Dominican Republic,144,somewhat common,Light Amount,France
1619,Valrhona,"Otucan, Grand Cru",931,2012,0.69,France,4.0,Venezuela,144,somewhat common,Average Amount,France
1620,Valrhona,"Porcelana, Pedegral",757,2011,0.64,France,4.0,Venezuela,144,somewhat common,Light Amount,France
1621,Valrhona,Tainori,327,2009,0.64,France,3.75,Dominican Republic,144,somewhat common,Light Amount,France
1622,Valrhona,Alpaco,370,2009,0.66,France,3.75,Ecuador,144,somewhat common,Average Amount,France
1623,Valrhona,Nyangbo,395,2009,0.68,France,3.5,Ghana,144,somewhat common,Average Amount,France
1624,Valrhona,Araguani,117,2007,0.72,France,3.0,"Venezuela, Carribean",144,somewhat common,Average Amount,France
1625,Valrhona,Chuao 2002 P.,129,2007,0.65,France,3.75,Venezuela,144,somewhat common,Average Amount,France
1626,Valrhona,Manjari,129,2007,0.64,France,4.0,Madagascar,144,somewhat common,Light Amount,France
1627,Valrhona,Abinao,153,2007,0.85,France,2.5,West Africa,144,somewhat common,High Amount,France
1628,Valrhona,Le Noir Amer,157,2007,0.71,France,2.75,West Africa,144,somewhat common,Average Amount,France
1629,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,0.64,France,3.25,Venezuela,144,somewhat common,Light Amount,France
1630,Valrhona,Caraibe,63,2006,0.66,France,3.0,Carribean,144,somewhat common,Average Amount,France
1631,Valrhona,Guanaja,63,2006,0.7,France,4.0,South America,144,somewhat common,Average Amount,France
1632,Valrhona,Gran Couva 2005 P.,75,2006,0.64,France,2.5,Trinidad,144,somewhat common,Light Amount,France
1633,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,0.64,France,3.0,Venezuela,144,somewhat common,Light Amount,France
1634,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,0.64,France,3.5,Madagascar,144,somewhat common,Light Amount,France
1635,Vanleer (Barry Callebaut),Manhattan,963,2012,0.72,U.S.A.,2.5,Ghana,738,most common,Average Amount,United States of America
1636,Vanleer (Barry Callebaut),Napa,963,2012,0.65,U.S.A.,2.75,Ghana,738,most common,Average Amount,United States of America
1637,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.72,Madagascar,2.75,Madagascar,17,extra rare,Average Amount,Madagascar
1638,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.76,Madagascar,2.75,Madagascar,17,extra rare,Average Amount,Madagascar
1639,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.8,Madagascar,2.75,Madagascar,17,extra rare,High Amount,Madagascar
1640,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.7,Madagascar,3.0,Madagascar,17,extra rare,Average Amount,Madagascar
1641,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,0.68,Madagascar,3.0,Madagascar,17,extra rare,Average Amount,Madagascar
1642,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,0.64,Madagascar,3.25,Madagascar,17,extra rare,Light Amount,Madagascar
1643,Vicuna,Palos Blancos,1470,2015,0.7,U.S.A.,3.25,Bolivia,738,most common,Average Amount,United States of America
1644,Vicuna,Palos Blancos + nibs,1470,2015,0.7,U.S.A.,3.25,Bolivia,738,most common,Average Amount,United States of America
1645,Videri,Dominican Republic,1211,2014,0.9,U.S.A.,3.25,Dominican Republic,738,most common,High Amount,United States of America
1646,Videri,Trinidad,1211,2014,0.75,U.S.A.,3.5,Trinidad,738,most common,Average Amount,United States of America
1647,Videri,Mindo,1227,2014,0.75,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
1648,Videri,Dark,1117,2013,0.9,U.S.A.,3.75,Central and S. America,738,most common,High Amount,United States of America
1649,Videri,Classic,991,2012,0.7,U.S.A.,3.25,Central and S. America,738,most common,Average Amount,United States of America
1650,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,0.7,France,3.5,Vietnam,144,somewhat common,Average Amount,France
1651,Vintage Plantations,San Martin,1205,2014,0.75,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
1652,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,1.0,U.S.A.,2.0,Ecuador,738,most common,High Amount,United States of America
1653,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.9,U.S.A.,2.0,Ecuador,738,most common,High Amount,United States of America
1654,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.75,U.S.A.,3.0,Ecuador,738,most common,Average Amount,United States of America
1655,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,0.65,U.S.A.,3.0,Ecuador,738,most common,Average Amount,United States of America
1656,Violet Sky,Sambirano Valley,1458,2015,0.77,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
1657,Violet Sky,Moho River Valley,1458,2015,0.77,U.S.A.,3.0,Belize,738,most common,Average Amount,United States of America
1658,Violet Sky,Cuyagua,1458,2015,0.77,U.S.A.,3.0,Venezuela,738,most common,Average Amount,United States of America
1659,Violet Sky,Peru,1458,2015,0.77,U.S.A.,3.25,Peru,738,most common,Average Amount,United States of America
1660,Violet Sky,Cahabon,1502,2015,0.77,U.S.A.,2.75,Guatemala,738,most common,Average Amount,United States of America
1661,Vivra,Peru,1720,2016,0.7,U.S.A.,2.5,Peru,738,most common,Average Amount,United States of America
1662,Vivra,Ocumare,1720,2016,0.7,U.S.A.,2.5,Venezuela,738,most common,Average Amount,United States of America
1663,Vivra,Dominican Republic,1724,2016,0.7,U.S.A.,3.0,Domincan Republic,738,most common,Average Amount,United States of America
1664,Wellington Chocolate Factory,Conacado,1756,2016,0.7,New Zealand,3.5,Dominican Republic,17,extra rare,Average Amount,New Zealand
1665,Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,0.7,New Zealand,3.5,Peru,17,extra rare,Average Amount,New Zealand
1666,Whittakers,Ghana,733,2011,0.72,New Zealand,2.5,Ghana,17,extra rare,Average Amount,New Zealand
1667,Wilkie's Organic,Amazonas,1169,2013,0.75,Ireland,2.5,Peru,4,extra rare,Average Amount,Ireland
1668,Wilkie's Organic,Amazonas,1169,2013,0.89,Ireland,2.75,Peru,4,extra rare,High Amount,Ireland
1669,Wilkie's Organic,Tumbes,1169,2013,0.75,Ireland,3.25,Peru,4,extra rare,Average Amount,Ireland
1670,Wilkie's Organic,Amazonas w/ nibs,1173,2013,0.75,Ireland,2.75,Peru,4,extra rare,Average Amount,Ireland
1671,Willie's Cacao,Los Llanos,1848,2016,0.7,U.K.,4.0,Colombia,95,somewhat rare,Average Amount,United Kingdom
1672,Willie's Cacao,Los Llanos,1227,2014,0.88,U.K.,3.0,Colombia,95,somewhat rare,High Amount,United Kingdom
1673,Willie's Cacao,"Java, Indonesian Black",1109,2013,1.0,U.K.,2.25,Indonesia,95,somewhat rare,High Amount,United Kingdom
1674,Willie's Cacao,Sambirano,593,2010,0.71,U.K.,3.0,Madagascar,95,somewhat rare,Average Amount,United Kingdom
1675,Willie's Cacao,Hacienda Las Trincheras,593,2010,0.72,U.K.,3.5,Venezuela,95,somewhat rare,Average Amount,United Kingdom
1676,Willie's Cacao,Java,593,2010,0.69,U.K.,3.75,Indonesia,95,somewhat rare,Average Amount,United Kingdom
1677,Willie's Cacao,San Martin,457,2009,0.7,U.K.,3.0,Peru,95,somewhat rare,Average Amount,United Kingdom
1678,Willie's Cacao,Rio Caribe,457,2009,0.72,U.K.,3.25,Venezuela,95,somewhat rare,Average Amount,United Kingdom
1679,Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,0.74,U.S.A.,3.0,Venezuela,738,most common,Average Amount,United States of America
1680,Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,0.76,U.S.A.,3.5,Bolivia,738,most common,Average Amount,United States of America
1681,Wm,"Ghana, 2013, batch 129",1916,2016,0.75,U.S.A.,3.75,Ghana,738,most common,Average Amount,United States of America
1682,Woodblock,"Maranon, Cajamarca",1243,2014,0.7,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
1683,Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,0.7,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1684,Woodblock,Gran Couva,1042,2013,0.7,U.S.A.,3.5,Trinidad,738,most common,Average Amount,United States of America
1685,Woodblock,Ecuador,825,2012,0.7,U.S.A.,2.5,Ecuador,738,most common,Average Amount,United States of America
1686,Woodblock,Costa Rica,825,2012,0.7,U.S.A.,3.0,Costa Rica,738,most common,Average Amount,United States of America
1687,Woodblock,Sambirano,951,2012,0.7,U.S.A.,3.25,Madagascar,738,most common,Average Amount,United States of America
1688,Woodblock,Ocumare,741,2011,0.7,U.S.A.,4.0,Venezuela,738,most common,Average Amount,United States of America
1689,Woodblock,La Red,769,2011,0.7,U.S.A.,3.5,Dominican Republic,738,most common,Average Amount,United States of America
1690,Xocolat,Hispaniola,1057,2013,0.66,Domincan Republic,3.0,Dominican Republic,5,extra rare,Average Amount,Amsterdam
1691,Xocolla,"Sambirano, batch 170102",1948,2017,0.7,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
1692,Xocolla,"Hispaniola, batch 170104",1948,2017,0.7,U.S.A.,2.5,Dominican Republic,738,most common,Average Amount,United States of America
1693,Zak's,"Papua New Guinea, Batch 2",1574,2015,0.7,U.S.A.,3.0,Papua New Guinea,738,most common,Average Amount,United States of America
1694,Zak's,"Dominican Republic, Batch D2",1578,2015,0.7,U.S.A.,3.25,Domincan Republic,738,most common,Average Amount,United States of America
1695,Zak's,"Madagascar, Batch 2",1578,2015,0.7,U.S.A.,3.25,Madagascar,738,most common,Average Amount,United States of America
1696,Zak's,"Peru, Batch 1",1578,2015,0.7,U.S.A.,3.25,Peru,738,most common,Average Amount,United States of America
1697,Zak's,"Belize, Batch 2",1578,2015,0.7,U.S.A.,3.5,Belize,738,most common,Average Amount,United States of America
1698,Zart Pralinen,"Millot P., Ambanja",1820,2016,0.7,Austria,3.5,Madagascar,23,extra rare,Average Amount,Austria
1699,Zart Pralinen,UNOCACE,1824,2016,0.7,Austria,2.75,Ecuador,23,extra rare,Average Amount,Austria
